ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,label
0.00220775177716192,0.5769940274253146,0.038201607322765646,0.776263423011994,0.0012386409148205228,0.16127785628463628,0.0532600675914603,0.027215277764168953,0.009046915384125494,0.00016089479766147322,0.013517736355515692,0.9041669056445256,0.0104717223284711,0.0817541771172621,Like
11.359231236502518,10.002797747142539,0.42947986919784287,0.8444699577679275,0.0001513873771127733,0.05023057452976076,0.10265512480134821,0.02507482756514029,0.26513767467470795,2.8244338836026383e-06,0.6131333259952152,0.049864414344885546,8.945128413826382,0.0018331249873561272,Like
29.10498908888068,15.524976628981033,3.2968910687023563,1.791576987957289,0.015527856245769397,1.0432125989138263,0.8755485006882499,0.10625495566311911,1.2306243971086401,0.0026749315731548935,3.5548912272137967,4.995440294963645,17.977421868064923,0.913067936614498,Like
87.86417440983755,90.46847629532789,47.18672517579114,52.917928491484474,0.039592222128289375,4.156440437205601,1.6171715210164548,4.30502080251843,2.0456669973467956,0.015663060594675312,47.56135932270198,36.490098154495485,95.0290440441012,7.381006714811186,Like
347.74165212699984,425.0628225053399,225.6432571595642,181.9281631460523,0.03308046794729119,40.00381315161107,35.819383331476004,63.29225872194846,38.80194105853187,0.08426736356813666,151.93917240008722,75.29305297356879,235.84055247483641,19.392314361585086,Like
510.5508955123822,574.1198195056933,245.77502347002076,92.37414841189744,0.09036231729653454,63.29314315737686,63.75656715566599,138.99881486162337,59.55972808958877,0.11714418390425846,207.55042471859034,139.45645582279604,214.38496282118425,30.57551502601661,Like
259.4440608462322,253.10975110726747,25.83995293107799,14.321009792604542,0.2777669752795702,23.23847132285238,22.170154282988314,69.48254534612623,13.598128346151329,0.035348723099986094,155.27965905533668,171.6001983704798,168.60001597857723,28.870516338203473,Like
9.35677148853064,22.82163379583725,49.559963269773064,32.31347576638018,0.29804980941642323,4.8643017274792575,1.067474333694725,0.41158003843415725,1.2292908335509618,0.013204876662038923,1.8392558804596162,16.77259368657805,13.473012575282235,2.285793602784679,Like
55.36541516142219,0.04098396147991147,29.202768251767083,0.9561104056216041,0.38073792353502744,12.328125489337085,16.574681479699823,6.345975039972428,1.992557968019539,0.06144811051437234,20.190544713063694,25.242932632018572,15.360171598595866,8.028737403725582,Like
60.182839913566006,27.08682651353464,156.98585061655314,17.443394366486306,0.42067882751104935,0.9169090748614344,17.56067240234872,23.800239466468938,3.521899264903663,0.0746645402940133,9.039446368524398,58.270528030640136,26.934896368735103,10.940884795543884,Like
51.81984441983441,57.23946165539657,87.45058271440674,4.8094837571568805,0.1992474556815588,3.4169653072280983,23.568986859200862,79.93763746796502,29.081326666296505,0.045822347521820114,53.31756464850691,7.978350082473793,45.09216030557674,1.5083636320375204,Like
