0,1,2,3,4,5,6,7,8,9,10,11,12,13,label
0.0,0.5810690210581952,0.5548938733747955,0.6787206734814581,0.04146746761305536,0.057682521376793944,0.02000685824762137,0.1914773785923142,0.22053305544604843,0.1408684759643306,0.38407667013835706,0.55103379440168,0.32186380724875174,0.08395750179583514,Dislike
0.5810690210581952,0.0,0.40860495727284835,0.650570736239829,0.1212997988838242,0.03667987102056685,0.022461294691557186,0.1360012769619587,0.22216373567485234,0.10130136577809971,0.28766761521336776,0.3774899293252595,0.2594974888879273,0.06157157264517801,Dislike
0.5548938733747955,0.40860495727284835,0.0,0.4415112248450812,0.1255965059596501,0.047534228538166565,0.04575079429356707,0.21736959351384672,0.1986853246236421,0.18849775308676714,0.2361166293550085,0.7771267097715122,0.27104414553800016,0.11352874266729472,Dislike
0.6787206734814581,0.650570736239829,0.4415112248450812,0.0,0.058223926825329925,0.08552279151254429,0.02762444351853368,0.24360994713053777,0.3049542895382648,0.18391107691779923,0.434597357318114,0.44989590658834283,0.3651188646298896,0.041463159679799,Dislike
0.04146746761305536,0.1212997988838242,0.1255965059596501,0.058223926825329925,0.0,0.010348772252004285,0.013556229038697618,0.026932287073801076,0.04537787569721997,0.02766891478709693,0.017696683487389665,0.05548163605875264,0.01660010007777405,0.17754810406192692,Dislike
0.057682521376793944,0.03667987102056685,0.047534228538166565,0.08552279151254429,0.010348772252004285,0.0,0.6236800947769807,0.3032852474958602,0.3317822153750608,0.13145696200533552,0.2553471414854395,0.08638534349331983,0.10164807772247612,0.04372041357112515,Dislike
0.02000685824762137,0.022461294691557186,0.04575079429356707,0.02762444351853368,0.013556229038697618,0.6236800947769807,0.0,0.1795884793265793,0.18615109067716243,0.041686206919225005,0.15262732820025326,0.06433245328824061,0.10307987546831397,0.0193342321402342,Dislike
0.1914773785923142,0.1360012769619587,0.21736959351384672,0.24360994713053777,0.026932287073801076,0.3032852474958602,0.1795884793265793,0.0,0.6368232572251052,0.10735042691204971,0.4726225371354165,0.31148001825158483,0.2970663603008479,0.05490305215743944,Dislike
0.22053305544604843,0.22216373567485234,0.1986853246236421,0.3049542895382648,0.04537787569721997,0.3317822153750608,0.18615109067716243,0.6368232572251052,0.0,0.15312068833488782,0.6053493033976723,0.295305314809755,0.42213214227819035,0.03672331958524867,Dislike
0.1408684759643306,0.10130136577809971,0.18849775308676714,0.18391107691779923,0.02766891478709693,0.13145696200533552,0.041686206919225005,0.10735042691204971,0.15312068833488782,0.0,0.13033262171175786,0.16495415051487552,0.09837992382269205,0.02692680116268615,Dislike
0.38407667013835706,0.28766761521336776,0.2361166293550085,0.434597357318114,0.017696683487389665,0.2553471414854395,0.15262732820025326,0.4726225371354165,0.6053493033976723,0.13033262171175786,0.0,0.44342984769745825,0.5349575689049388,0.036487144668265636,Dislike
0.55103379440168,0.3774899293252595,0.7771267097715122,0.44989590658834283,0.05548163605875264,0.08638534349331983,0.06433245328824061,0.31148001825158483,0.295305314809755,0.16495415051487552,0.44342984769745825,0.0,0.3950849923751082,0.07366704305907133,Dislike
0.32186380724875174,0.2594974888879273,0.27104414553800016,0.3651188646298896,0.01660010007777405,0.10164807772247612,0.10307987546831397,0.2970663603008479,0.42213214227819035,0.09837992382269205,0.5349575689049388,0.3950849923751082,0.0,0.04086026680596757,Dislike
0.08395750179583514,0.06157157264517801,0.11352874266729472,0.041463159679799,0.17754810406192692,0.04372041357112515,0.0193342321402342,0.05490305215743944,0.03672331958524867,0.02692680116268615,0.036487144668265636,0.07366704305907133,0.04086026680596757,0.0,Dislike
