ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,label
0.5496489414371035,1.818525916436519,1.2273724316030834,0.3432031942026932,0.009758011008101478,0.09849771876170448,0.08477528327479145,0.1467737475896131,0.028347212798360444,0.03926446838849207,0.2736567056366895,2.866649093664427,1.058962124238816,0.07175912409097387,Dislike
1.3838174344666885,3.46381002088099,2.71671370378253,0.7363454279648062,0.026711268988216814,0.13715111805203542,0.5316148198361815,0.4314300093346096,0.6006588476699275,0.08055779354102754,0.5827503886019454,5.591118039237631,0.5879682990943557,0.17935038519674384,Dislike
3.819610738064103,4.612578387203719,4.906692854013765,2.9226383542644774,0.10101272111872517,0.9827095550811248,1.5309168880655226,2.717265920582913,2.5488077356878067,0.08961675243479879,2.6230356154359873,11.880258828535647,5.24706870226381,2.1962353739979363,Dislike
7.2061377458794675,17.133236200465245,6.243471712425493,5.437139645023343,0.13435638621806484,1.6526091988510596,5.141925476268761,3.5328485038417887,4.265340027125943,0.06708005845317125,8.286577878305424,11.735384463702424,16.628583628255907,7.11985819086728,Dislike
8.855544926954245,28.642523209953616,9.976752131081103,5.604499022942836,0.3070456372161558,1.60215289949939,5.859162413702459,6.003866030047224,7.169184143751489,0.2420796838047061,8.412899252798669,24.314918470435025,18.410609763532015,9.725286392525526,Dislike
21.460936668071216,23.220256246834264,9.126843348973614,12.061464711926007,0.21200818059605434,2.046961989670099,9.0216035533232,7.510155722079414,14.559380656336252,0.32915144285771236,16.70190615601581,10.93898309736883,15.598199288093006,6.050914735926441,Dislike
6.6255514432114415,9.537998367251173,8.956638804289103,1.8262973241886558,0.1699789670350698,3.5772504629948965,12.828243132183573,5.710090855552343,7.599192589550743,0.2785705261370558,3.1893228742103683,15.39556438809269,2.6431486258846015,5.064500242098852,Dislike
1.2033693421230713,6.091033721837859,5.573385435209249,0.4183133101841188,0.09372740728245493,3.463671154518972,6.920033436591464,5.6596019379866265,5.012750723553508,0.2653398010967832,5.933634905102466,6.864055729393445,9.69725640836853,2.2818079140414547,Dislike
7.523730864712306,8.055541858531203,4.77819820843953,4.198573672725558,0.3326937258714641,4.532502257018718,7.796129402859801,1.322062706038573,2.452706604216724,0.4090189129421846,3.702950285371826,8.172859667846627,7.363287763004147,3.654873359263768,Dislike
14.679320473391089,10.589119711519805,8.551956473039416,10.422839397576386,0.10568455668880465,6.870793574678731,9.804220552418933,8.67675320125421,11.875545714679586,0.32051303006921955,9.05584668043072,12.372497963259764,10.331449883838808,2.525949886273208,Dislike
2.8984917601106868,7.001175349197051,4.016016487502774,4.178835536227509,0.11792652796180982,3.216005301577647,1.4372964703169633,4.1051619579260885,4.444749786605274,0.23033247103847457,3.2957114081946983,3.592722667616146,6.316689711714576,0.6171028761588294,Dislike
5.543379633002725,2.52316247255542,6.960316966600582,2.73557411262518,0.21178937300748685,2.001750638918342,1.4467527953488428,6.980809788382299,3.9201543254346825,0.23155041059521744,3.202519294517382,9.73754542420439,3.5091912606441684,1.3886031414735438,Dislike
